PM_lw1,PM_lw2,PM_lw3,PM_lw4,PM_lw5,PM_lw6,PM_lw7,Weekday,Timesteps,PaperCategory_y,qty,PM_f,day,month,hour,minute,PM_5,PM_10,PM_15,PM,time_label
-0.9906334849747861,0.6875970041684137,0.3999322213042658,-0.5579349426998287,0.28104702954783356,0.5474423091391312,-1.3694821629866332,-0.43430382032502085,-1.7260471471907306,-0.8640871384366522,-1.1007440555914896,-1.32346917279615,1.5393280435691414,-0.3904190176117087,-1.661324772583615,-1.593255013631383,-0.1950121800949981,-0.20002797686919063,-0.1432312767173588,36472.6,2024-05-29 00:00:00
-0.971952911217515,0.6571403180569146,0.41902779717170635,-0.6360083428019532,0.261592187596838,0.327384585414333,-1.1543768244951544,-0.43430382032502085,-1.714018944074419,-0.8640871384366522,-1.1007440555914896,-1.32346917279615,1.5393280435691414,-0.3904190176117087,-1.661324772583615,-1.3035722838802226,-0.22263446731763278,-0.19502470562735374,-0.2000391291243991,36894.0,2024-05-29 00:05:00
-1.1697240470941435,0.6778203747855062,0.4378925111547389,-1.2122335987431303,0.3177466969803502,0.17693799291543158,-0.6520182042634237,-0.43430382032502085,-1.7019907409581072,-0.8640871384366522,-1.1007440555914896,-1.32346917279615,1.5393280435691414,-0.3904190176117087,-1.661324772583615,-1.013889554129062,-0.14942671992380702,-0.22264693227499907,-0.1950358687289174,37642.4,2024-05-29 00:10:00
-1.1329866797226384,0.7061560294376622,0.47763373554207095,-1.2318029993790158,0.26480675700698486,0.14079700249266128,-0.4972102644961458,-0.43430382032502085,-1.6899625378417955,-0.8640871384366522,-1.1007440555914896,-1.32346917279615,1.5393280435691414,-0.3904190176117087,-1.661324772583615,-0.7242068243779014,-0.01941087239286457,-0.14943934542394388,-0.22265803549564342,37613.4,2024-05-29 00:15:00
-0.9738899127143146,0.7005220396237832,0.4024717020327512,-0.8478343420328242,0.30810298874990705,0.16753930691212968,-0.3214435104457399,-0.43430382032502085,-1.6779343347254838,-0.8640871384366522,-1.1007440555914896,-1.32346917279615,1.5393280435691414,-0.3904190176117087,-1.661324772583615,-0.43452409462674085,-0.024448899622150144,-0.019423783014523785,-0.14945060734785484,37999.0,2024-05-29 00:20:00
-0.956030102303145,0.7406559317685324,0.4589339229050439,-0.5857064747326687,0.27736366876537305,0.16950018384807017,-0.013786398601197276,-0.43430382032502085,-1.665906131609172,-0.8640871384366522,-1.1007440555914896,-1.32346917279615,1.5393280435691414,-0.3904190176117087,-1.661324772583615,-0.14484136487558028,0.04253949001966054,-0.024461799195540857,-0.019435326793025984,38303.4,2024-05-29 00:25:00
-0.9811454606938523,0.6896186122780993,0.4821850126918233,-0.46386568468663386,0.28185067190037094,0.13535387858427456,0.30301162913006896,-0.43430382032502085,-1.6538779284928602,-0.8640871384366522,-1.1007440555914896,-1.32346917279615,1.5393280435691414,-0.3904190176117087,-1.661324772583615,0.14484136487558028,0.09542140341947213,0.04252644354239621,-0.02447333205236595,37923.2,2024-05-29 00:30:00
-0.9648615159071975,0.7175234324150765,0.49781766029314656,-0.36060731680963065,0.23845398486338062,-0.016208385274730855,0.3782609545546946,-0.43430382032502085,-1.6418497253765485,-0.8640871384366522,-1.1007440555914896,-1.32346917279615,1.5393280435691414,-0.3904190176117087,-1.661324772583615,0.43452409462674085,0.029371129192768776,0.09540824097348598,0.04251476546492657,38145.0,2024-05-29 00:35:00
-0.7948321811288019,0.6989975482623811,0.4393106627303862,-0.3153424422953216,0.20674359703619866,0.01844504333456667,0.4596803982028572,-0.43430382032502085,-1.6298215222602368,-0.8640871384366522,-1.1007440555914896,-1.32346917279615,1.5393280435691414,-0.3904190176117087,-1.661324772583615,0.7242068243779014,0.06790335124296032,0.029358111593392463,0.0953964482560677,38003.2,2024-05-29 00:40:00
-0.6508046291549023,0.6650279037963461,0.47519319562118867,-0.2879452814050819,0.20369645311616238,-0.013131836978686397,0.5735827393770525,-0.43430382032502085,-1.617793319143925,-0.8640871384366522,-1.1007440555914896,-1.32346917279615,1.5393280435691414,-0.3904190176117087,-1.661324772583615,1.013889554129062,0.04326913534252208,0.0678902491433787,0.029346462062927126,37907.4,2024-05-29 00:45:00
